t,date,cases_new,cases_recovered,cases_active,daily_vaccinated,FIXED,new_exposed_over,new_exposed_under,new_exposed,E(t)= NewCt+1 / delta,delta E(t),S,S/N,S/N * I,beta1,beta2,gamma1,gamma2,,,,
0,1/25/2020,4,0,4,0,,0.666666667,0.666666667,0.666666667,0,0,32600000,1,4,0.166666667,1.000000002,0,1,,TRUE,0,0
1,1/26/2020,0,0,4,0,N,1,0.166666667,0.583333333,0,0,32599999.33,0.99999998,3.999999918,0.145833336,0.875000016,0,0,,TRUE,0,0
2,1/27/2020,0,0,4,0,32600000,0.833333333,0.333333333,0.583333333,0,0,32599998.75,0.999999962,3.999999847,0.145833339,0.875000032,0,0,,TRUE,0,0
3,1/28/2020,0,0,4,0,,1,0.666666667,0.833333333,18,3,32599998.17,0.999999944,3.999999775,0.208333345,1.250000068,0,-0.75,,TRUE,3,3
4,1/29/2020,3,0,7,0,delta,1.166666667,1,1.083333333,6,1,32599997.33,0.999999918,6.999999427,0.154761917,0.928571503,0,0.285714286,,TRUE,1,1
5,1/30/2020,1,0,8,0,0.166666667,1.333333333,1.166666667,1.25,0,0,32599996.25,0.999999885,7.99999908,0.156250018,0.937500108,0,0.125,,TRUE,0,0
6,1/31/2020,0,0,8,0,1/delta,1.5,1.333333333,1.416666667,0,0,32599995,0.999999847,7.999998773,0.17708336,1.062500164,0,0,,TRUE,0,0
7,2/1/2020,0,0,8,0,6,1.666666667,1.166666667,1.416666667,0,0,32599993.58,0.999999803,7.999998425,0.177083368,1.06250021,0,0,,TRUE,0,0
8,2/2/2020,0,0,8,0,,1.333333333,1,1.166666667,0,0,32599992.17,0.99999976,7.999998078,0.145833368,0.875000211,0,0,,TRUE,0,0
9,2/3/2020,0,0,8,0,,1,0.666666667,0.833333333,12,2,32599991,0.999999724,7.999997791,0.104166695,0.625000172,0,-0.25,,TRUE,2,2
10,2/4/2020,2,0,10,0,,0.666666667,0.5,0.583333333,12,2,32599990.17,0.999999698,9.999996984,0.058333351,0.350000105,0.1,0.1,,TRUE,1,1
11,2/5/2020,2,1,11,0,,0.666666667,0.333333333,0.5,12,2,32599989.58,0.99999968,10.99999649,0.04545456,0.27272736,0,0,,TRUE,2,2
12,2/6/2020,2,0,13,0,,1,0.333333333,0.666666667,6,1,32599989.08,0.999999665,12.99999565,0.051282068,0.307692411,0,0.076923077,,TRUE,1,1
13,2/7/2020,1,0,14,0,,0.833333333,0.666666667,0.75,6,1,32599988.42,0.999999645,13.99999503,0.053571448,0.321428686,0.071428571,0.071428571,,TRUE,0,0
14,2/8/2020,1,1,14,0,,0.666666667,0.666666667,0.666666667,6,1,32599987.67,0.999999622,13.9999947,0.047619066,0.285714394,0.071428571,0.071428571,,TRUE,0,0
15,2/9/2020,1,1,14,0,,0.666666667,0.666666667,0.666666667,6,1,32599987,0.999999601,13.99999442,0.047619067,0.2857144,0,0,,TRUE,1,1
16,2/10/2020,1,0,15,0,,0.666666667,0.666666667,0.666666667,0,0,32599986.33,0.999999581,14.99999371,0.044444463,0.266666779,0,0.066666667,,TRUE,0,0
17,2/11/2020,0,0,15,0,,0.666666667,0.5,0.583333333,0,0,32599985.67,0.99999956,14.9999934,0.038888906,0.233333435,0,0,,TRUE,0,0
18,2/12/2020,0,0,15,0,,0.5,0,0.25,0,0,32599985.08,0.999999542,14.99999314,0.016666674,0.100000046,0,0,,TRUE,0,0
19,2/13/2020,0,0,15,0,,0,0,0,6,1,32599984.83,0.999999535,14.99999302,0,0,0.266666667,0.2,,TRUE,-3,-3
20,2/14/2020,1,4,12,0,,0,0,0,18,3,32599984.83,0.999999535,11.99999442,0,0,0.083333333,-0.083333333,,TRUE,2,2
21,2/15/2020,3,1,14,0,,0,0,0,0,0,32599984.83,0.999999535,13.99999349,0,0,0,0.214285714,,TRUE,0,0
22,2/16/2020,0,0,14,0,,0,0,0,0,0,32599984.83,0.999999535,13.99999349,0,0,0.214285714,0.214285714,,TRUE,-3,-3
23,2/17/2020,0,3,11,0,,0,0,0,0,0,32599984.83,0.999999535,10.99999488,0,0,0.181818182,0.181818182,,TRUE,-2,-2
24,2/18/2020,0,2,9,0,,0.166666667,0,0.083333333,0,0,32599984.83,0.999999535,8.999995813,0.009259264,0.055555581,0.444444444,0.444444444,,TRUE,-4,-4
25,2/19/2020,0,4,5,0,,0.5,0.166666667,0.333333333,0,0,32599984.75,0.999999532,4.999997661,0.066666698,0.400000186,0,0,,TRUE,0,0
26,2/20/2020,0,0,5,0,,0.5,0.5,0.5,0,0,32599984.42,0.999999522,4.99999761,0.100000048,0.600000287,0,0,,TRUE,0,0
27,2/21/2020,0,0,5,0,,1.166666667,0.5,0.833333333,0,0,32599983.92,0.999999507,4.999997533,0.166666749,1.000000492,0.2,0.2,,TRUE,-1,-1
28,2/22/2020,0,1,4,0,,1.166666667,1.166666667,1.166666667,0,0,32599983.08,0.999999481,3.999997924,0.291666818,1.75000091,0,0,,TRUE,0,0
29,2/23/2020,0,0,4,0,,2.333333333,1.166666667,1.75,0,0,32599981.92,0.999999445,3.999997781,0.437500243,2.625001456,0.5,0.5,,TRUE,-2,-2
30,2/24/2020,0,2,2,0,,4.666666667,2.166666667,3.416666667,0,0,32599980.17,0.999999392,1.999998783,1.708334373,10.25000624,0,0,,TRUE,0,0
31,2/25/2020,0,0,2,0,,5.333333333,4.166666667,4.75,0,0,32599976.75,0.999999287,1.999998574,2.375001694,14.25001016,0,0,,TRUE,0,0
32,2/26/2020,0,0,2,0,,9.666666667,5,7.333333333,6,1,32599972,0.999999141,1.999998282,3.666669816,22.00001889,1,0.5,,TRUE,-1,-1
33,2/27/2020,1,2,1,0,,11.33333333,9,10.16666667,12,2,32599964.67,0.999998916,0.999998916,10.16667769,61.00006612,0,-1,,TRUE,2,2
34,2/28/2020,2,0,3,0,,11.66666667,10.66666667,11.16666667,0,0,32599954.5,0.999998604,2.999995813,3.722227417,22.33336451,0,0.666666667,,TRUE,0,0
35,2/29/2020,0,0,3,0,,14.66666667,10.5,12.58333333,24,4,32599943.33,0.999998262,2.999994785,4.194451735,25.16671041,0,-1.333333333,,TRUE,4,4
36,3/1/2020,4,0,7,0,,15.5,11.16666667,13.33333333,0,0,32599930.75,0.999997876,6.99998513,1.904765951,11.4285957,0,0.571428571,,TRUE,0,0
37,3/2/2020,0,0,7,0,,16.5,12.33333333,14.41666667,42,7,32599917.42,0.999997467,6.999982267,2.059529027,12.35717416,0,-1,,TRUE,7,7
38,3/3/2020,7,0,14,0,,17.16666667,11,14.08333333,84,14,32599903,0.999997025,13.99995834,1.005955374,6.035732244,0.071428571,-0.428571429,,TRUE,13,13
39,3/4/2020,14,1,27,0,,19,10.83333333,14.91666667,30,5,32599888.92,0.999996593,26.999908,0.552471018,3.31482611,0,0.333333333,,TRUE,5,5
40,3/5/2020,5,0,32,0,,24.16666667,16.33333333,20.25,168,28,32599874,0.999996135,31.99987632,0.632814946,3.796889675,0,-0.71875,,TRUE,28,28
41,3/6/2020,28,0,60,0,,54.83333333,20.16666667,37.5,60,10,32599853.75,0.999995514,59.99973083,0.625002804,3.750016823,0.016666667,0.316666667,,TRUE,9,9
42,3/7/2020,10,1,69,0,,72.66666667,49.83333333,61.25,36,6,32599816.25,0.999994363,68.99961108,0.887686163,5.326116977,0.014492754,0.072463768,,TRUE,5,5
43,3/8/2020,6,1,74,0,,90.66666667,67.33333333,79,108,18,32599755,0.999992485,73.99944387,1.067575591,6.405453545,0.013513514,-0.148648649,,TRUE,17,17
44,3/9/2020,18,1,91,0,,106.8333333,85.83333333,96.33333333,72,12,32599676,0.999990061,90.99909558,1.05861858,6.351711479,0,0.065934066,,TRUE,12,12
45,3/10/2020,12,0,103,0,,123.6666667,98.83333333,111.25,120,20,32599579.67,0.999987106,102.998672,1.080111014,6.480666084,0.009708738,-0.067961165,,TRUE,19,19
46,3/11/2020,20,1,122,0,,138.8333333,110.3333333,124.5833333,54,9,32599468.42,0.999983694,121.9980106,1.021191515,6.127149091,0.049180328,0.139344262,,TRUE,3,3
47,3/12/2020,9,6,125,0,,157.5,100.3333333,128.9166667,234,39,32599343.83,0.999979872,124.997484,1.031354092,6.188124553,0,-0.24,,TRUE,39,39
48,3/13/2020,39,0,164,0,,146.3333333,105,125.6666667,246,41,32599214.92,0.999975918,163.9960505,0.766278616,4.597671698,0.024390244,0.012195122,,TRUE,37,37
49,3/14/2020,41,4,201,0,,160.8333333,105.5,133.1666667,1140,190,32599089.25,0.999972063,200.9943846,0.662539239,3.975235435,0.024875622,-0.71641791,,TRUE,185,185
50,3/15/2020,190,5,386,0,,158.5,121.3333333,139.9166667,750,125,32598956.08,0.999967978,385.9876395,0.362490019,2.174940112,0,0.168393782,,TRUE,125,125
51,3/16/2020,125,0,511,0,,167.6666667,120.6666667,144.1666667,720,120,32598816.17,0.999963686,510.9814436,0.282136795,1.692820768,0.01369863,0.02739726,,FALSE,111,113
52,3/17/2020,120,7,622,0,,188.5,127.6666667,158.0833333,702,117,32598672,0.999959264,621.9746621,0.254163623,1.524981736,0.017684887,0.022508039,,TRUE,106,106
53,3/18/2020,117,11,728,0,,188.5,141.3333333,164.9166667,660,110,32598513.92,0.999954415,727.9668138,0.22654421,1.359265259,0.020604396,0.03021978,,TRUE,95,95
54,3/19/2020,110,15,823,0,,189.5,142.5,166,780,130,32598349,0.999949356,822.9583198,0.201711309,1.210267854,0.014580802,-0.008505468,,FALSE,117,118
55,3/20/2020,130,12,940,0,,194,133.6666667,163.8333333,918,153,32598183,0.999944264,939.947608,0.174300495,1.04580297,0.028723404,0.008510638,,FALSE,122,126
56,3/21/2020,153,27,1062,0,,184.6666667,141,162.8333333,738,123,32598019.17,0.999939238,1061.935471,0.153336373,0.920018237,0.02354049,0.055555556,,FALSE,94,98
57,3/22/2020,123,25,1156,0,,190.3333333,138.3333333,164.3333333,1272,212,32597856.33,0.999934243,1155.923985,0.142166211,0.852997267,0.017301038,-0.055363322,,FALSE,187,192
58,3/23/2020,212,20,1343,0,,185.3333333,122.5,153.9166667,636,106,32597692,0.999929202,1342.904919,0.114614717,0.687688299,0.017870439,0.098287416,,FALSE,80,82
59,3/24/2020,106,24,1423,0,,180.8333333,124.5,152.6666667,1032,172,32597538.08,0.999924481,1422.892537,0.107293181,0.643759087,0.011243851,-0.033028812,,FALSE,153,156
60,3/25/2020,172,16,1576,0,,195.3333333,132.6666667,164,1410,235,32597385.42,0.999919798,1575.873602,0.10406926,0.624415562,0.010152284,-0.026649746,,FALSE,214,219
61,3/26/2020,235,16,1790,0,,193.8333333,143.8333333,168.8333333,780,130,32597221.42,0.999914767,1789.847434,0.094328338,0.565970027,0.024581006,0.084357542,,FALSE,84,86
62,3/27/2020,130,44,1874,0,,198.6666667,142.8333333,170.75,954,159,32597052.58,0.999909588,1873.830569,0.0911235,0.546741001,0.032550694,0.020277481,,FALSE,92,98
63,3/28/2020,159,61,1966,0,,194.5,149.3333333,171.9166667,900,150,32596881.83,0.999904351,1965.811954,0.087453261,0.524719569,0.034587996,0.041709054,,FALSE,77,82
64,3/29/2020,150,68,2043,0,,199.5,147.5,173.5,936,156,32596709.92,0.999899077,2042.793815,0.084932703,0.509596217,0.044052863,0.043073911,,FALSE,62,66
65,3/30/2020,156,90,2105,0,,201.8333333,141.1666667,171.5,840,140,32596536.42,0.999893755,2104.776355,0.081481341,0.488888046,0.027553444,0.037529691,,FALSE,77,82
66,3/31/2020,140,58,2182,0,,185.3333333,131,158.1666667,852,142,32596364.92,0.999888494,2181.756695,0.072495099,0.434970591,0.049495875,0.049495875,,FALSE,32,34
67,4/1/2020,142,108,2214,0,,168.8333333,124.1666667,146.5,1248,208,32596206.75,0.999883643,2213.742385,0.066177529,0.397065172,0.055103884,0.026196929,,FALSE,84,86
68,4/2/2020,208,122,2298,0,,174.5,114,144.25,1302,217,32596060.25,0.999879149,2297.722284,0.062779563,0.376677376,0.026109661,0.024369017,,FALSE,152,157
69,4/3/2020,217,60,2450,0,,170.1666667,122.8333333,146.5,900,150,32595916,0.999874724,2449.693074,0.05980341,0.358820462,0.035918367,0.064489796,,FALSE,59,62
70,4/4/2020,150,88,2509,0,,170.6666667,120,145.3333333,1074,179,32595769.5,0.99987023,2508.674407,0.057932322,0.347593931,0.035870865,0.025109605,,FALSE,87,89
71,4/5/2020,179,90,2596,0,,170.6666667,116.3333333,143.5,786,131,32595624.17,0.999865772,2595.651544,0.055284771,0.331708623,0.090909091,0.110169492,,FALSE,-107,-105
72,4/6/2020,131,236,2489,0,,158.8333333,126.5,142.6666667,1020,170,32595480.67,0.99986137,2488.65495,0.057326817,0.343960901,0.032141422,0.016874247,,FALSE,89,90
73,4/7/2020,170,80,2578,0,,159,121,140,936,156,32595338,0.999856994,2577.63133,0.05431343,0.325880583,0.064391001,0.070209465,,FALSE,-11,-10
74,4/8/2020,156,166,2567,0,,150.8333333,108.6666667,129.75,654,109,32595198,0.999852699,2566.621879,0.05055283,0.303316981,0.047136735,0.066225166,,FALSE,-14,-12
75,4/9/2020,109,121,2553,0,,129.1666667,94.66666667,111.9166667,708,118,32595068.25,0.999848719,2552.61378,0.043843948,0.26306369,0.086956522,0.084606345,,FALSE,-107,-104
76,4/10/2020,118,222,2446,0,,117.6666667,81.33333333,99.5,1104,184,32594956.33,0.999845286,2445.62157,0.040684954,0.244109721,0.067457073,0.041700736,,FALSE,16,19
77,4/11/2020,184,165,2462,0,,101.3333333,67,84.16666667,918,153,32594856.83,0.999842234,2461.61158,0.034191693,0.205150156,0.045897644,0.060519903,,FALSE,35,40
78,4/12/2020,153,113,2497,0,,82.5,58.83333333,70.66666667,804,134,32594772.67,0.999839652,2496.599612,0.028305166,0.169830997,0.067280737,0.075290348,,FALSE,-35,-34
79,4/13/2020,134,168,2462,0,,76.66666667,50,63.33333333,1020,170,32594702,0.999837485,2461.599887,0.025728525,0.154371148,0.082047116,0.068643379,,FALSE,-35,-32
80,4/14/2020,170,202,2427,0,,70.16666667,46.83333333,58.5,510,85,32594638.67,0.999835542,2426.60086,0.024107797,0.14464678,0.069633292,0.105480016,,FALSE,-86,-84
81,4/15/2020,85,169,2341,0,,73.33333333,49.66666667,61.5,660,110,32594580.17,0.999833747,2340.610803,0.026275193,0.157651157,0.050832977,0.041008116,,FALSE,-11,-9
82,4/16/2020,110,119,2330,0,,72.83333333,50.33333333,61.58333333,414,69,32594518.67,0.999831861,2329.608236,0.02643506,0.15861036,0.086266094,0.104291845,,FALSE,-133,-132
83,4/17/2020,69,201,2197,0,,65.16666667,52.83333333,59,324,54,32594457.08,0.999829972,2196.626448,0.026859369,0.161156213,0.061447428,0.06827492,,TRUE,-81,-81
84,4/18/2020,54,135,2116,0,,65.83333333,49.66666667,57.75,504,84,32594398.08,0.999828162,2115.636391,0.027296751,0.163780507,0.04489603,0.031190926,,FALSE,-12,-11
85,4/19/2020,84,95,2104,0,,61.5,48,54.75,216,36,32594340.33,0.999826391,2103.634726,0.026026382,0.156158289,0.046577947,0.06986692,,FALSE,-63,-62
86,4/20/2020,36,98,2041,0,,68.83333333,41.33333333,55.08333333,342,57,32594285.58,0.999824711,2040.642235,0.026993136,0.161958816,0.026457619,0.017148457,,FALSE,1,3
87,4/21/2020,57,54,2042,0,,66.5,42.33333333,54.41666667,300,50,32594230.5,0.999823021,2041.63861,0.026653427,0.159920565,0.050440744,0.054848188,,FALSE,-55,-53
88,4/22/2020,50,103,1987,0,,63.33333333,43.33333333,53.33333333,426,71,32594176.08,0.999821352,1986.645027,0.02684593,0.16107558,0.045294414,0.035228988,,FALSE,-20,-19
89,4/23/2020,71,90,1967,0,,72.33333333,48.5,60.41666667,528,88,32594122.75,0.999819716,1966.645382,0.030720671,0.184324029,0.061514997,0.053380783,,FALSE,-34,-33
90,4/24/2020,88,121,1933,0,,86.33333333,59.33333333,72.83333333,306,51,32594062.33,0.999817863,1932.647929,0.037685774,0.226114645,0.051215727,0.071391619,,FALSE,-50,-48
91,4/25/2020,51,99,1883,0,,88.83333333,74.5,81.66666667,228,38,32593989.5,0.999815629,1882.652829,0.043378506,0.260271035,0.053106745,0.060010621,,TRUE,-62,-62
92,4/26/2020,38,100,1821,0,,88.66666667,68,78.33333333,240,40,32593907.83,0.999813124,1820.659698,0.043024698,0.258148187,0.052169138,0.051619989,,FALSE,-56,-55
93,4/27/2020,40,95,1765,0,,80.5,63.5,72,186,31,32593829.5,0.999810721,1764.665922,0.040800924,0.244805543,0.042492918,0.04815864,,FALSE,-45,-44
94,4/28/2020,31,75,1720,0,,77.5,59.5,68.5,564,94,32593757.5,0.999808512,1719.670641,0.039833209,0.238999254,0.031976744,-0.004069767,,FALSE,38,39
95,4/29/2020,94,55,1758,0,,77.33333333,48.5,62.91666667,342,57,32593689,0.999806411,1757.659671,0.035795705,0.214774229,0.04778157,0.06996587,,FALSE,-29,-27
96,4/30/2020,57,84,1729,0,,68.83333333,39.5,54.16666667,414,69,32593626.08,0.999804481,1728.661948,0.031334447,0.188006684,0.022556391,0.015615963,,TRUE,30,30
97,5/1/2020,69,39,1759,0,,59.66666667,39.33333333,49.5,630,105,32593571.92,0.99980282,1758.65316,0.028146539,0.168879235,0.065946561,0.046048891,,FALSE,-12,-11
98,5/2/2020,105,116,1747,0,,62.16666667,45.5,53.83333333,732,122,32593522.42,0.999801301,1746.652873,0.030820854,0.184925124,0.049799657,0.040641099,,FALSE,34,35
99,5/3/2020,122,87,1781,0,,59.83333333,49.66666667,54.75,330,55,32593468.58,0.99979965,1780.643176,0.030747317,0.184483901,0.039865244,0.077484559,,TRUE,-16,-16
100,5/4/2020,55,71,1765,0,,58.5,45.83333333,52.16666667,180,30,32593413.83,0.99979797,1764.643418,0.029562158,0.177372945,0.047025496,0.062322946,,FALSE,-55,-53
101,5/5/2020,30,83,1710,0,,58.66666667,40.66666667,49.66666667,270,45,32593361.67,0.99979637,1709.651793,0.02905075,0.174304499,0.078947368,0.070175439,,TRUE,-90,-90
102,5/6/2020,45,135,1620,0,,53.33333333,38.33333333,45.83333333,234,39,32593312,0.999794847,1619.667652,0.028297986,0.169787919,0.045679012,0.05,,FALSE,-36,-35
103,5/7/2020,39,74,1584,0,,47.16666667,33.16666667,40.16666667,408,68,32593266.17,0.999793441,1583.67281,0.025362983,0.152177898,0.055555556,0.037247475,,TRUE,-20,-20
104,5/8/2020,68,88,1564,0,,39.66666667,24.33333333,32,324,54,32593226,0.999792209,1563.675014,0.02046461,0.122787663,0.041560102,0.051150895,,FALSE,-12,-11
105,5/9/2020,54,65,1552,0,,35.83333333,25.33333333,30.58333333,402,67,32593194,0.999791227,1551.675984,0.019709871,0.118259225,0.06185567,0.054123711,,FALSE,-30,-29
106,5/10/2020,67,96,1522,0,,39.33333333,27,33.16666667,420,70,32593163.42,0.999790289,1521.68082,0.021796073,0.13077644,0.05781866,0.055847569,,TRUE,-18,-18
107,5/11/2020,70,88,1504,0,,38.33333333,26.5,32.41666667,96,16,32593130.25,0.999789271,1503.683064,0.021558178,0.129349066,0.073138298,0.109707447,,FALSE,-95,-94
108,5/12/2020,16,110,1409,0,,40,25.66666667,32.83333333,222,37,32593097.83,0.999788277,1408.701682,0.023307513,0.13984508,0.041163946,0.027679205,,FALSE,-23,-21
109,5/13/2020,37,58,1386,0,,47,31.16666667,39.08333333,240,40,32593065,0.99978727,1385.705156,0.028204653,0.169227919,0.050505051,0.048340548,,TRUE,-30,-30
110,5/14/2020,40,70,1356,0,,52.16666667,40.5,46.33333333,216,36,32593025.92,0.999786071,1355.709912,0.034176436,0.205058617,0.064896755,0.067846608,,TRUE,-52,-52
111,5/15/2020,36,88,1304,0,,58.5,40.66666667,49.58333333,102,17,32592979.58,0.99978465,1303.719183,0.038032219,0.228193313,0.055981595,0.070552147,,TRUE,-56,-56
112,5/16/2020,17,73,1248,0,,79.33333333,44.5,61.91666667,132,22,32592930,0.999783129,1247.729345,0.049623476,0.297740853,0.047275641,0.043269231,,TRUE,-37,-37
113,5/17/2020,22,59,1211,0,,104.3333333,68,86.16666667,282,47,32592868.08,0.99978123,1210.735069,0.071168886,0.427013319,0.036333609,0.016515277,,FALSE,2,3
114,5/18/2020,47,44,1213,0,,101.6666667,90.83333333,96.25,222,37,32592781.92,0.999778586,1212.731425,0.079366295,0.47619777,0.025556472,0.033800495,,TRUE,6,6
115,5/19/2020,37,31,1219,0,,95,80.33333333,87.66666667,186,31,32592685.67,0.999775634,1218.726498,0.071933011,0.431598066,0.049220673,0.05414274,,TRUE,-29,-29
116,5/20/2020,31,60,1190,0,,99.16666667,74,86.58333333,300,50,32592598,0.999772945,1189.729804,0.072775628,0.436653766,0.075630252,0.060504202,,FALSE,-41,-40
117,5/21/2020,50,90,1149,0,,96.16666667,81.16666667,88.66666667,468,78,32592511.42,0.999770289,1148.736062,0.077186283,0.463117697,0.054830287,0.030461271,,TRUE,15,15
118,5/22/2020,78,63,1164,0,,95.66666667,57.5,76.58333333,288,48,32592422.75,0.999767569,1163.72945,0.065808538,0.394851226,0.045532646,0.071305842,,TRUE,-5,-5
119,5/23/2020,48,53,1159,0,,73.33333333,35.83333333,54.58333333,360,60,32592346.17,0.99976522,1158.72789,0.047106257,0.28263754,0.028472821,0.018119068,,TRUE,27,27
120,5/24/2020,60,33,1186,0,,45.5,39.66666667,42.58333333,1032,172,32592291.58,0.999763546,1185.719565,0.035913495,0.215480968,0.028667791,-0.065767285,,TRUE,138,138
121,5/25/2020,172,34,1324,0,,58.5,41.33333333,49.91666667,1122,187,32592249,0.999762239,1323.685205,0.037710376,0.226262256,0.046827795,0.035498489,,TRUE,125,125
122,5/26/2020,187,62,1449,0,,103,39.66666667,71.33333333,90,15,32592199.08,0.999760708,1448.653266,0.049241137,0.295446819,0.028985507,0.147688061,,TRUE,-27,-27
123,5/27/2020,15,42,1422,0,,89,80.83333333,84.91666667,60,10,32592127.75,0.99975852,1421.656615,0.059730786,0.358384714,0.0604782,0.063994374,,TRUE,-76,-76
124,5/28/2020,10,86,1346,0,,90.16666667,74.5,82.33333333,618,103,32592042.83,0.999755915,1345.671462,0.06118383,0.367102977,0.049034175,-0.020059435,,TRUE,37,37
125,5/29/2020,103,66,1383,0,,83.83333333,74.33333333,79.08333333,180,30,32591960.5,0.99975339,1382.658938,0.057196559,0.343179353,0.068691251,0.121475054,,TRUE,-65,-65
126,5/30/2020,30,95,1318,0,,78.66666667,74.16666667,76.41666667,342,57,32591881.42,0.999750964,1317.67177,0.057993704,0.347962224,0.017450683,-0.003034901,,TRUE,34,34
127,5/31/2020,57,23,1352,0,,76.5,59.83333333,68.16666667,228,38,32591805,0.99974862,1351.660134,0.05043181,0.302590858,0.037721893,0.051775148,,TRUE,-13,-13
128,6/1/2020,38,51,1339,0,,61.33333333,14.83333333,38.08333333,120,20,32591736.83,0.999746529,1338.660602,0.028448834,0.170693004,0.049290515,0.062733383,,TRUE,-46,-46
129,6/2/2020,20,66,1293,0,,20.33333333,12,16.16666667,558,93,32591698.75,0.99974536,1292.670751,0.012506407,0.075038443,0.047177108,-0.009280742,,TRUE,32,32
130,6/3/2020,93,61,1325,0,,22.66666667,11,16.83333333,1662,277,32591682.58,0.999744865,1324.661945,0.012707645,0.076245868,0.021132075,-0.116981132,,FALSE,248,249
131,6/4/2020,277,28,1573,0,,23.66666667,13.33333333,18.5,114,19,32591665.75,0.999744348,1572.59786,0.011763974,0.070583843,0.032422123,0.197075652,,FALSE,-33,-32
132,6/5/2020,19,51,1540,0,,21.83333333,19.33333333,20.58333333,222,37,32591647.25,0.999743781,1539.605422,0.013369226,0.080215358,0.016233766,0.004545455,,TRUE,12,12
133,6/6/2020,37,25,1552,0,,27.5,19.5,23.5,114,19,32591626.67,0.999743149,1551.601368,0.015145643,0.090873856,0.025128866,0.036726804,,TRUE,-20,-20
134,6/7/2020,19,39,1532,0,,28.16666667,26,27.08333333,42,7,32591603.17,0.999742428,1531.6054,0.017682971,0.106097824,0.01305483,0.020887728,,TRUE,-13,-13
135,6/8/2020,7,20,1519,0,,29.5,22.66666667,26.08333333,42,7,32591576.08,0.999741598,1518.607487,0.017175823,0.103054938,0.184990125,0.184990125,,TRUE,-274,-274
136,6/9/2020,7,281,1245,0,,26.66666667,18.83333333,22.75,12,2,32591550,0.999740798,1244.677293,0.01827783,0.10966698,0.031325301,0.036144578,,FALSE,-38,-37
137,6/10/2020,2,39,1207,0,,22.16666667,14,18.08333333,186,31,32591527.25,0.9997401,1206.6863,0.014985944,0.089915664,0.042253521,0.01905551,,FALSE,-21,-20
138,6/11/2020,31,51,1186,0,,18.5,13.66666667,16.08333333,198,33,32591509.17,0.999739545,1185.6911,0.013564522,0.081387134,0.086846543,0.086846543,,FALSE,-72,-70
139,6/12/2020,33,103,1114,0,,19.83333333,10.33333333,15.08333333,258,43,32591493.08,0.999739052,1113.709304,0.013543331,0.081259984,0.128366248,0.119389587,,TRUE,-100,-100
140,6/13/2020,43,143,1014,0,,15.5,11.16666667,13.33333333,48,8,32591478,0.999738589,1013.734929,0.013152682,0.078916093,0.034516765,0.069033531,,TRUE,-27,-27
141,6/14/2020,8,35,987,0,,14.16666667,12,13.08333333,246,41,32591464.67,0.99973818,986.7415836,0.013259128,0.07955477,0.054711246,0.021276596,,TRUE,-13,-13
142,6/15/2020,41,54,974,0,,13.5,10.16666667,11.83333333,66,11,32591451.58,0.999737779,973.7445964,0.012152399,0.072914397,0.341889117,0.372689938,,TRUE,-322,-322
143,6/16/2020,11,333,652,0,,11.83333333,10.16666667,11,60,10,32591439.75,0.999737416,651.828795,0.016875597,0.101253581,0.214723926,0.216257669,,TRUE,-130,-130
144,6/17/2020,10,140,522,0,,11.83333333,7.333333333,9.583333333,84,14,32591428.75,0.999737078,521.8627548,0.018363704,0.110182226,0.243295019,0.235632184,,TRUE,-113,-113
145,6/18/2020,14,127,409,0,,10,5.666666667,7.833333333,36,6,32591419.17,0.999736784,408.8923448,0.019157447,0.114944681,0.171149144,0.190709046,,TRUE,-64,-64
146,6/19/2020,6,70,345,0,,10.33333333,4.833333333,7.583333333,126,21,32591411.33,0.999736544,344.9091077,0.021986469,0.131918813,0.220289855,0.176811594,,TRUE,-55,-55
147,6/20/2020,21,76,290,0,,8.333333333,7.333333333,7.833333333,96,16,32591403.75,0.999736311,289.9235303,0.027018619,0.162111713,0.034482759,0.051724138,,TRUE,6,6
148,6/21/2020,16,10,296,0,,8.166666667,6.833333333,7.5,90,15,32591395.92,0.999736071,295.921877,0.025344527,0.152067162,0.070945946,0.074324324,,TRUE,-6,-6
149,6/22/2020,15,21,290,0,,7.333333333,6.5,6.916666667,18,3,32591388.42,0.999735841,289.9233939,0.023856877,0.14314126,0.031034483,0.072413793,,TRUE,-6,-6
150,6/23/2020,3,9,284,0,,7.166666667,5.666666667,6.416666667,36,6,32591381.5,0.999735629,283.9249186,0.022599871,0.135599229,0.158450704,0.147887324,,TRUE,-39,-39
151,6/24/2020,6,45,245,0,,7,4.5,5.75,24,4,32591375.08,0.999735432,244.9351808,0.023475599,0.140853592,0.163265306,0.171428571,,TRUE,-36,-36
152,6/25/2020,4,40,209,0,,7,2.333333333,4.666666667,36,6,32591369.33,0.999735256,208.9446684,0.022334462,0.134006769,0.110047847,0.100478469,,TRUE,-17,-17
153,6/26/2020,6,23,192,0,,4.833333333,3.5,4.166666667,60,10,32591364.67,0.999735112,191.9491416,0.021707139,0.130242833,0.072916667,0.052083333,,TRUE,-4,-4
154,6/27/2020,10,14,188,0,,5.166666667,4,4.583333333,108,18,32591360.5,0.999734985,187.9501771,0.024385895,0.146315372,0.053191489,0.010638298,,TRUE,8,8
155,6/28/2020,18,10,196,0,,5.833333333,4.666666667,5.25,18,3,32591355.92,0.999734844,195.9480294,0.026792819,0.160756911,0.081632653,0.158163265,,TRUE,-13,-13
