t,date,cases_new,cases_recovered,cases_active,daily_vaccinated,FIXED,new_exposed_over,new_exposed_under,new_exposed,E(t)= NewCt+1 / delta,delta E(t),S,S/N,S/N * I,beta1,beta2,gamma1,gamma2,,,,
308,11/28/2020,1315,1110,11492,0,,1432.833333,920.8333333,1176.833333,7854,1309,32530827.75,0.997878152,11467.61572,0.10262232,0.615733922,0.115993735,0.117037939,,FALSE,-30,-24
309,11/29/2020,1309,1333,11462,0,,1356.166667,1045.666667,1200.916667,7272,1212,32529650.92,0.997842053,11437.26561,0.10500033,0.630001982,0.184261036,0.193247252,,FALSE,-906,-900
310,11/30/2020,1212,2112,10556,0,,1374.166667,1035.166667,1204.666667,8832,1472,32528450,0.997805215,10532.83185,0.114372534,0.686235203,0.147025388,0.122394847,,TRUE,-80,-80
311,12/1/2020,1472,1552,10476,0,,1567.333333,1004.833333,1286.083333,5106,851,32527245.33,0.997768262,10452.62031,0.123039324,0.738235942,0.062810233,0.122661321,,FALSE,187,193
312,12/2/2020,851,658,10663,0,,1678.833333,1190,1434.416667,6450,1075,32525959.25,0.997728811,10638.78232,0.134829027,0.808974161,0.088905561,0.067992122,,FALSE,126,127
313,12/3/2020,1075,948,10789,0,,1814.5,1269.166667,1541.833333,6846,1141,32524524.83,0.997684811,10764.02142,0.143239527,0.85943716,0.106033923,0.100009269,,FALSE,-4,-3
314,12/4/2020,1141,1144,10785,0,,1796.833333,1325.333333,1561.083333,6738,1123,32522983,0.997637515,10759.5206,0.145088558,0.87053135,0.105980529,0.108020399,,FALSE,-24,-20
315,12/5/2020,1123,1143,10761,0,,1758.666667,1361.5,1560.083333,8010,1335,32521421.92,0.997589629,10735.062,0.145325973,0.87195584,0.09934021,0.079825295,,FALSE,264,266
316,12/6/2020,1335,1069,11025,0,,1885.333333,1430.166667,1657.75,9600,1600,32519861.83,0.997541774,10997.89806,0.150733348,0.904400091,0.093696145,0.070022676,,FALSE,563,567
317,12/7/2020,1600,1033,11588,0,,1941.333333,1353.166667,1647.25,6072,1012,32518204.08,0.997490923,11558.92481,0.142508929,0.855053576,0.151018295,0.202278219,,FALSE,-744,-738
318,12/8/2020,1012,1750,10844,0,,1772.333333,1267.333333,1519.833333,5754,959,32516556.83,0.997440394,10816.24363,0.14051397,0.84308382,0.098487643,0.103651789,,FALSE,-112,-109
319,12/9/2020,959,1068,10732,0,,1751.166667,1147.833333,1449.5,13404,2234,32515037,0.997393773,10704.02997,0.135416287,0.812497725,0.103615356,-0.014442788,,FALSE,1114,1122
320,12/10/2020,2234,1112,11846,0,,1620.5,1223.5,1422,10860,1810,32513587.5,0.99734931,11814.59992,0.120359556,0.722157335,0.07909843,0.115397603,,FALSE,867,873
321,12/11/2020,1810,937,12713,0,,1639,1187.166667,1413.083333,11622,1937,32512165.5,0.99730569,12678.74724,0.111452915,0.668717488,0.071658932,0.062141115,,FALSE,1020,1026
322,12/12/2020,1937,911,13733,0,,1746.833333,1115.166667,1431,7374,1229,32510752.42,0.997262344,13695.40377,0.104487609,0.626925656,0.095317848,0.147018132,,FALSE,-82,-80
323,12/13/2020,1229,1309,13651,0,,1795.166667,1235.666667,1515.416667,8226,1371,32509321.42,0.997218448,13613.02904,0.111321049,0.667926291,0.088198667,0.077869753,,FALSE,166,167
324,12/14/2020,1371,1204,13817,0,,1804,1376,1590,10632,1772,32507806,0.997171963,13777.92502,0.115401993,0.692411955,0.078454078,0.049793732,,FALSE,683,688
325,12/15/2020,1772,1084,14500,0,,1864.166667,1320.166667,1592.166667,7770,1295,32506216,0.99712319,14458.28626,0.110121396,0.660728376,0.072551724,0.105655172,,FALSE,240,243
326,12/16/2020,1295,1052,14740,0,,1791.5,1391.5,1591.5,7320,1220,32504623.83,0.997074351,14696.87593,0.10828832,0.649729919,0.087991859,0.093351425,,FALSE,-81,-77
327,12/17/2020,1220,1297,14659,0,,1988.5,1376,1682.25,10098,1683,32503032.33,0.997025532,14615.39727,0.115101216,0.690607297,0.082816017,0.05136776,,FALSE,467,469
328,12/18/2020,1683,1214,15126,0,,1964.5,1428.833333,1696.666667,6918,1153,32501350.08,0.996973929,15080.22765,0.112509354,0.675056122,0.065979109,0.10128256,,FALSE,151,155
329,12/19/2020,1153,998,15277,0,,1893.833333,1284.5,1589.166667,8040,1340,32499653.42,0.996921884,15229.97562,0.104344663,0.626067975,0.069843556,0.057864764,,FALSE,269,273
330,12/20/2020,1340,1067,15546,0,,1871,1325.5,1598.25,12108,2018,32498064.25,0.996873137,15497.38978,0.10313027,0.618781623,0.069728548,0.026244693,,FALSE,932,934
331,12/21/2020,2018,1084,16478,0,,1958,1382.833333,1670.416667,12372,2062,32496466,0.99682411,16425.66769,0.101695511,0.610173065,0.055285836,0.052919044,,FALSE,1146,1151
332,12/22/2020,2062,911,17624,0,,2115.333333,1486.666667,1801,8088,1348,32494795.58,0.996772871,17567.12507,0.102521044,0.615126263,0.040285974,0.080969133,,FALSE,635,638
333,12/23/2020,1348,710,18259,0,,2252.166667,1518.333333,1885.25,9486,1581,32492994.58,0.996717625,18199.06712,0.103590475,0.621542848,0.05942275,0.047209595,,FALSE,486,496
334,12/24/2020,1581,1085,18745,0,,2245.5,1663.666667,1954.583333,7482,1247,32491109.33,0.996659796,18682.38787,0.104621708,0.62773025,0.076873833,0.094905308,,FALSE,-198,-194
335,12/25/2020,1247,1441,18547,0,,2330.166667,1780.5,2055.333333,14010,2335,32489154.75,0.996599839,18483.93721,0.111195646,0.667173874,0.047123524,-0.011106918,,FALSE,1453,1461
336,12/26/2020,2335,874,20000,0,,2354.666667,1743.666667,2049.166667,7176,1196,32487099.42,0.996536792,19930.73584,0.102814401,0.616886406,0.04985,0.10685,,FALSE,198,199
337,12/27/2020,1196,997,20198,0,,2371.666667,1722.166667,2046.916667,9564,1594,32485050.25,0.996473934,20126.78052,0.101701147,0.610206883,0.058471136,0.039211803,,FALSE,404,413
338,12/28/2020,1594,1181,20602,0,,2492.166667,1639.166667,2065.666667,11550,1925,32483003.33,0.996411145,20528.06241,0.10062648,0.603758881,0.054509271,0.038588487,,FALSE,799,802
339,12/29/2020,1925,1123,21401,0,,2575.833333,1726.666667,2151.25,11220,1870,32480937.67,0.996347781,21322.83887,0.100889474,0.605336845,0.034811457,0.037801972,,FALSE,1116,1125
340,12/30/2020,1870,745,22517,0,,2671.666667,1848.666667,2260.166667,15150,2525,32478786.42,0.996281792,22433.27711,0.100750624,0.604503744,0.065772527,0.036994271,,FALSE,1037,1044
341,12/31/2020,2525,1481,23554,0,,2697.666667,2005.166667,2351.416667,12408,2068,32476526.25,0.996212462,23464.78832,0.100210436,0.601262616,0.094676064,0.114587756,,FALSE,-174,-162
342,1/1/2021,2068,2230,23380,0,,2819.166667,2123.5,2471.333333,13770,2295,32474174.83,0.996140332,23289.76097,0.106112439,0.636674632,0.142044482,0.132720274,,FALSE,-1035,-1026
343,1/2/2021,2295,3321,22345,0,,2901,2191.166667,2546.083333,10224,1704,32471703.5,0.996064525,22257.0618,0.114394405,0.686366428,0.121995972,0.148802864,,FALSE,-1030,-1022
344,1/3/2021,1704,2726,21315,0,,3114.666667,2131,2622.833333,10446,1741,32469157.42,0.995986424,21229.45062,0.123546924,0.741281547,0.047384471,0.046117757,,FALSE,721,731
345,1/4/2021,1741,1010,22036,0,,3180,2178,2679,12162,2027,32466534.58,0.995905969,21945.78393,0.122073561,0.732441368,0.05540933,0.042884371,,FALSE,796,806
346,1/5/2021,2027,1221,22832,0,,3231.666667,2235,2733.333333,15558,2593,32463855.58,0.995823791,22736.64879,0.120217071,0.721302429,0.049448143,0.025402943,,FALSE,1447,1464
347,1/6/2021,2593,1129,24279,0,,3326.333333,2382.666667,2854.5,18162,3027,32461122.25,0.995739946,24175.57016,0.118073741,0.708442444,0.088347955,0.070719552,,FALSE,876,882
348,1/7/2021,3027,2145,25155,0,,3589.333333,2512.333333,3050.833333,15858,2643,32458267.75,0.995652385,25045.63574,0.121810976,0.730865856,0.107652554,0.123394951,,FALSE,-77,-65
349,1/8/2021,2643,2708,25078,0,,3740.333333,2811.833333,3276.083333,14706,2451,32455216.92,0.995558801,24966.62361,0.131218517,0.787311104,0.055865699,0.063840817,,FALSE,1042,1050
350,1/9/2021,2451,1401,26120,0,,3919.333333,2816.833333,3368.083333,14598,2433,32451940.83,0.995458308,26001.371,0.129534836,0.777209017,0.04888974,0.050038285,,FALSE,1144,1156
351,1/10/2021,2433,1277,27264,0,,3973,2870.333333,3421.666667,13392,2232,32448572.75,0.995354992,27137.35851,0.126086946,0.756521678,0.036898474,0.044380869,,FALSE,1223,1226
352,1/11/2021,2232,1006,28487,0,,4143.5,2919.333333,3531.416667,19854,3309,32445151.08,0.995250033,28351.6877,0.124557547,0.747345281,0.051567382,0.0141117,,FALSE,1830,1840
353,1/12/2021,3309,1469,30317,0,,4115.666667,3052.166667,3583.916667,17910,2985,32441619.67,0.995141708,30169.71115,0.118791879,0.712751272,0.032786885,0.043770822,,FALSE,1982,1991
354,1/13/2021,2985,994,32299,0,,4185.666667,2909,3547.333333,20022,3337,32438035.75,0.995031771,32138.53119,0.110376337,0.662258019,0.052942816,0.042447135,,FALSE,1614,1627
355,1/14/2021,3337,1710,33913,0,,4226.666667,2957.666667,3592.166667,19266,3211,32434488.42,0.994922958,33740.82226,0.106463519,0.638781113,0.057175714,0.061303925,,FALSE,1258,1272
356,1/15/2021,3211,1939,35171,0,,4227.833333,3119.166667,3673.5,24174,4029,32430896.25,0.994812768,34988.55988,0.10499146,0.629948763,0.061073043,0.038241733,,FALSE,1866,1881
357,1/16/2021,4029,2148,37037,0,,4184.833333,3071.666667,3628.25,20034,3339,32427222.75,0.994700084,36840.70702,0.098484809,0.590908855,0.072252072,0.091179091,,FALSE,652,663
358,1/17/2021,3339,2676,37689,0,,4177.166667,2911.666667,3544.416667,19836,3306,32423594.5,0.994588788,37485.05684,0.094555457,0.56733274,0.060840033,0.062140147,,FALSE,997,1013
359,1/18/2021,3306,2293,38686,0,,4122.5,2980.833333,3551.666667,21786,3631,32420050.08,0.994480064,38472.45575,0.092317129,0.553902775,0.076099881,0.067957401,,FALSE,677,687
360,1/19/2021,3631,2944,39363,0,,4276.5,2989,3632.75,24048,4008,32416498.42,0.994371117,39141.43028,0.092810865,0.55686519,0.060310444,0.051241013,,FALSE,1614,1634
361,1/20/2021,4008,2374,40977,0,,4625.5,2958.833333,3792.166667,19020,3170,32412865.67,0.994259683,40741.77903,0.093078082,0.558468495,0.060765795,0.081582351,,FALSE,665,680
362,1/21/2021,3170,2490,41642,0,,4867.666667,3355.333333,4111.5,21786,3631,32409073.5,0.994143359,41398.11775,0.09931611,0.595896658,0.061332309,0.050645982,,FALSE,1061,1077
363,1/22/2021,3631,2554,42703,0,,5193,3802,4497.5,25650,4275,32404962,0.994017239,42447.51817,0.105954369,0.635726214,0.10099993,0.086270285,,FALSE,-53,-38
364,1/23/2021,4275,4313,42650,0,,5387.333333,4087.5,4737.416667,20076,3346,32400464.5,0.993879279,42388.95126,0.111760648,0.670563889,0.103798359,0.125838218,,FALSE,-1092,-1081
365,1/24/2021,3346,4427,41558,0,,5365.666667,4176.5,4771.083333,18288,3048,32395727.08,0.99373396,41297.59589,0.115529324,0.693175944,0.087540305,0.09509601,,FALSE,-606,-590
366,1/25/2021,3048,3638,40952,0,,5466.333333,4070,4768.166667,21510,3585,32390956,0.993587607,40689.3997,0.117184493,0.703106957,0.099531158,0.086906622,,FALSE,-511,-491
367,1/26/2021,3585,4076,40441,0,,5545.833333,3829.833333,4687.833333,22080,3680,32386187.83,0.993441345,40175.76142,0.116683124,0.700098741,0.045943473,0.04399001,,FALSE,1806,1822
368,1/27/2021,3680,1858,42247,0,,5156.833333,3637,4396.916667,24564,4094,32381500,0.993297546,41963.84143,0.104778698,0.628672188,0.077662319,0.068170521,,FALSE,800,813
369,1/28/2021,4094,3281,43047,0,,4843.333333,3319.166667,4081.25,34350,5725,32377103.08,0.993162671,42752.67351,0.095461866,0.572771197,0.079517736,0.042070295,,FALSE,2283,2302
370,1/29/2021,5725,3423,45330,0,,4582.166667,3258,3920.083333,34368,5728,32373021.83,0.99303748,45014.38895,0.087085117,0.522510703,0.083939996,0.0841606,,FALSE,1910,1923
371,1/30/2021,5728,3805,47240,0,,4396.5,3304,3850.25,31788,5298,32369101.75,0.992917232,46905.41002,0.082085414,0.492512484,0.095723963,0.105207451,,FALSE,758,776
372,1/31/2021,5298,4522,47998,0,,4281.333333,3106.666667,3694,25284,4214,32365251.5,0.992799126,47652.37244,0.07751975,0.4651185,0.089170382,0.112067169,,FALSE,-81,-66
373,2/1/2021,4214,4280,47917,0,,4115.333333,2805.5,3460.416667,20730,3455,32361557.5,0.992685813,47566.5261,0.072748989,0.436493932,0.076402947,0.092535008,,FALSE,-220,-206
374,2/2/2021,3455,3661,47697,0,,3917.5,2788.333333,3352.916667,25704,4284,32358097.08,0.992579665,47343.07229,0.070821696,0.424930175,0.079753444,0.062792209,,FALSE,460,480
375,2/3/2021,4284,3804,48157,0,,3905.333333,2711.166667,3308.25,27426,4571,32354744.17,0.992476815,47794.70598,0.069217917,0.415307503,0.084972071,0.079469236,,FALSE,457,479
376,2/4/2021,4571,4092,48614,0,,3847.333333,2642.333333,3244.833333,20346,3391,32351435.92,0.992375335,48243.33453,0.067259723,0.40355834,0.069774139,0.094211544,,FALSE,-9,-1
377,2/5/2021,3391,3392,48605,0,,3636.166667,2708.833333,3172.5,23082,3847,32348191.08,0.9922758,48229.56526,0.065779154,0.394674924,0.034811233,0.025758667,,FALSE,2139,2155
378,2/6/2021,3847,1692,50744,0,,3482.166667,2658.833333,3070.5,22386,3731,32345018.58,0.992178484,50347.105,0.060986625,0.365919749,0.066392086,0.068914551,,FALSE,350,362
379,2/7/2021,3731,3369,51094,0,,3474.833333,2473.5,2974.166667,18600,3100,32341948.08,0.992084297,50689.55507,0.058674152,0.352044913,0.045797941,0.058597878,,FALSE,737,760
380,2/8/2021,3100,2340,51831,0,,3426.5,2362.833333,2894.666667,16584,2764,32338973.92,0.991993065,51415.99255,0.056298955,0.337793732,0.07499373,0.081727152,,FALSE,-1136,-1123
381,2/9/2021,2764,3887,50695,0,,3314.5,2309.5,2812,19728,3288,32336079.25,0.991904271,50284.58704,0.055921708,0.335530249,0.03805109,0.027931749,,FALSE,1348,1359
382,2/10/2021,3288,1929,52043,0,,3250.833333,2178.333333,2714.583333,20304,3384,32333267.25,0.991818014,51617.18489,0.052590689,0.315544136,0.072516957,0.070922122,,FALSE,-403,-390
383,2/11/2021,3384,3774,51640,0,,3077.833333,2257,2667.416667,19908,3318,32330552.67,0.991734744,51213.1822,0.052084572,0.312507431,0.067873741,0.069268009,,FALSE,-193,-187
384,2/12/2021,3318,3505,51447,0,,3216.666667,2304.5,2760.583333,20994,3499,32327885.25,0.991652922,51017.56787,0.054110446,0.324662674,0.06832274,0.065096118,,FALSE,-31,-16
385,2/13/2021,3499,3515,51416,0,,3219.333333,2400.666667,2810,14784,2464,32325124.67,0.991568241,50982.4727,0.055116981,0.330701888,0.088007624,0.108312588,,FALSE,-2070,-2061
386,2/14/2021,2464,4525,49346,0,,3177.333333,2266.333333,2721.833333,13056,2176,32322314.67,0.991482045,48925.67299,0.055632006,0.333792036,0.091618368,0.097738419,,FALSE,-2359,-2345
387,2/15/2021,2176,4521,46987,0,,3268.5,2225.666667,2747.083333,16320,2720,32319592.83,0.991398553,46582.84382,0.058971997,0.353831983,0.121693234,0.110392236,,FALSE,-3011,-2998
388,2/16/2021,2720,5718,43976,0,,3137.166667,2327.166667,2732.166667,17988,2998,32316845.75,0.991314287,43594.03708,0.062672945,0.376037667,0.129820811,0.123658359,,FALSE,-2718,-2711
389,2/17/2021,2998,5709,41258,0,,3023.333333,2237.666667,2630.5,16272,2712,32314113.58,0.991230478,40896.18706,0.0643214,0.385928399,0.12894469,0.136046343,,FALSE,-2615,-2608
390,2/18/2021,2712,5320,38643,0,,3007.166667,2063.666667,2535.416667,17616,2936,32311483.08,0.991149788,38301.00125,0.066197138,0.397182828,0.126517092,0.120953342,,FALSE,-1962,-1953
391,2/19/2021,2936,4889,36681,0,,2863.833333,2092.333333,2478.083333,14766,2461,32308947.67,0.991072014,36353.51256,0.068166269,0.408997617,0.13036722,0.1435348,,FALSE,-2329,-2321
392,2/20/2021,2461,4782,34352,0,,2803.166667,2087.166667,2445.166667,19782,3297,32306469.58,0.990995999,34042.69457,0.071826473,0.430958835,0.129715883,0.105525151,,FALSE,-1164,-1159
393,2/21/2021,3297,4456,33188,0,,2651,1801,2226,13152,2192,32304024.42,0.990920994,32886.68596,0.067686966,0.406121797,0.102868507,0.136464987,,FALSE,-1232,-1222
394,2/22/2021,2192,3414,31956,0,,2351,1739.5,2045.25,14808,2468,32301798.42,0.990852712,31663.68927,0.064592915,0.387557492,0.126893228,0.118569283,,FALSE,-1597,-1587
395,2/23/2021,2468,4055,30359,0,,2374.166667,1654.833333,2014.5,21270,3545,32299753.17,0.990789974,30079.39283,0.066972761,0.401836569,0.109720347,0.074409566,,FALSE,209,214
396,2/24/2021,3545,3331,30568,3,,2357.666667,1604.666667,1981.166667,11544,1924,32297738.67,0.99072818,30284.579,0.065418333,0.392509997,0.122742738,0.175968333,,FALSE,-1834,-1828
397,2/25/2021,1924,3752,28734,2,,2243.666667,1557.5,1900.583333,13518,2253,32295754.5,0.990667316,28465.83466,0.066767174,0.400603044,0.107364098,0.096018654,,FALSE,-835,-832
398,2/26/2021,2253,3085,27899,3,,2118,1532.833333,1825.416667,14184,2364,32293851.92,0.990608954,27636.99922,0.066049742,0.396298452,0.119000681,0.11538048,,FALSE,-966,-956
399,2/27/2021,2364,3320,26933,6,,2068.166667,1554.166667,1811.166667,14622,2437,32292023.5,0.990552868,26678.5604,0.067888471,0.407330824,0.120706939,0.118182156,,FALSE,-819,-814
400,2/28/2021,2437,3251,26114,6,,2022.333333,1518.166667,1770.25,10968,1828,32290206.33,0.990497127,25865.84197,0.068439682,0.410638092,0.095197978,0.118671977,,FALSE,-662,-658
401,3/1/2021,1828,2486,25452,6,,1972.833333,1387.666667,1680.25,9330,1555,32288430.08,0.990442641,25208.74609,0.066653454,0.399920725,0.099324218,0.110403898,,FALSE,-982,-973
402,3/2/2021,1555,2528,24470,5,,1903.5,1270,1586.75,10470,1745,32286743.83,0.990390915,24234.86569,0.065473852,0.39284311,0.093011851,0.085410707,,FALSE,-535,-531
403,3/3/2021,1745,2276,23935,6,,1807,1264.5,1535.75,12378,2063,32285152.08,0.990342088,23703.83789,0.064789086,0.388734518,0.122080635,0.108919992,,FALSE,-862,-859
404,3/4/2021,2063,2922,23073,17,,1772,1246.5,1509.25,12924,2154,32283610.33,0.990294796,22849.07182,0.066053011,0.396318068,0.141940797,0.138343518,,FALSE,-1129,-1121
405,3/5/2021,2154,3275,21944,6,,1717.166667,1236.666667,1476.916667,10080,1680,32282084.08,0.990247978,21730.00163,0.067966708,0.407800246,0.116113744,0.137896464,,FALSE,-872,-868
406,3/6/2021,1680,2548,21072,4,,1663.666667,1249,1456.333333,10098,1683,32280601.17,0.99020249,20865.54686,0.069796078,0.418776467,0.118925588,0.119020501,,FALSE,-828,-823
407,3/7/2021,1683,2506,20244,6,,1627.5,1209,1418.25,9174,1529,32279140.83,0.990157694,20044.75236,0.070754179,0.424525075,0.102548903,0.11045248,,FALSE,-553,-547
408,3/8/2021,1529,2076,19691,15,,1589.333333,1111.666667,1350.5,7680,1280,32277716.58,0.990114006,19496.33488,0.06926943,0.415616579,0.11908994,0.132141588,,FALSE,-1073,-1065
409,3/9/2021,1280,2345,18618,63,,1517,1052.333333,1284.666667,8688,1448,32276351.08,0.990072119,18433.16271,0.069693231,0.418159386,0.114781394,0.106133849,,FALSE,-696,-689
410,3/10/2021,1448,2137,17922,11,,1517.166667,1009.5,1263.333333,9882,1647,32275003.42,0.99003078,17743.33163,0.071200458,0.427202746,0.117397612,0.10651713,,FALSE,-461,-457
411,3/11/2021,1647,2104,17461,9,,1550.666667,1046.5,1298.583333,9450,1575,32273729.08,0.98999169,17286.24489,0.07512235,0.450734098,0.116946338,0.121241624,,FALSE,-470,-467
412,3/12/2021,1575,2042,16991,10,,1546.166667,1123.666667,1334.916667,8820,1470,32272421.5,0.98995158,16820.26729,0.079363582,0.476181494,0.107704079,0.114060385,,FALSE,-363,-360
413,3/13/2021,1470,1830,16628,3,,1530.833333,1167.666667,1349.25,8124,1354,32271076.58,0.989910325,16460.22888,0.081970306,0.491821837,0.107168631,0.114385374,,FALSE,-432,-428
414,3/14/2021,1354,1782,16196,5,,1584.333333,1150.5,1367.416667,7248,1208,32269724.33,0.989868845,16031.91581,0.085293404,0.511760422,0.121820203,0.131081749,,FALSE,-769,-765
415,3/15/2021,1208,1973,15427,3,,1592.5,1179,1385.75,6378,1063,32268351.92,0.989826746,15270.05721,0.090749496,0.544496978,0.088481234,0.098074804,,FALSE,-305,-302
416,3/16/2021,1063,1365,15122,6,,1617,1127.666667,1372.333333,7314,1219,32266963.17,0.989784146,14967.51586,0.091687448,0.550124689,0.08900939,0.078825552,,FALSE,-129,-127
417,3/17/2021,1219,1346,14993,63,,1566.833333,1075.833333,1321.333333,7278,1213,32265584.83,0.989741866,14839.1998,0.089043436,0.534260614,0.100246782,0.100713666,,FALSE,-291,-290
418,3/18/2021,1213,1503,14702,798,,1488.166667,1067.166667,1277.666667,9456,1576,32264200.5,0.989699402,14550.56061,0.087808759,0.526852553,0.135763842,0.111141341,,FALSE,-421,-420
419,3/19/2021,1576,1996,14281,3834,,1484,1081,1282.5,10026,1671,32262124.83,0.989635731,14132.98788,0.090745143,0.544470856,0.110986626,0.104684546,,FALSE,81,86
420,3/20/2021,1671,1585,14362,6109,,1454.833333,1067.333333,1261.083333,7962,1327,32257008.33,0.989478783,14210.89428,0.088740603,0.53244362,0.086826347,0.111126584,,FALSE,75,80
421,3/21/2021,1327,1247,14437,5850,,1413,1012.833333,1212.916667,6696,1116,32249638.25,0.989252707,14281.84133,0.084927191,0.509563146,0.10355337,0.118307128,,FALSE,-381,-379
422,3/22/2021,1116,1495,14056,14581,,1448.666667,975,1211.833333,8304,1384,32242575.33,0.989036053,13901.89076,0.087170397,0.52302238,0.075270347,0.056346044,,FALSE,324,326
423,3/23/2021,1384,1058,14380,20875,,1418.333333,1009.5,1213.916667,7608,1268,32226782.5,0.98855161,14215.37216,0.085394646,0.512367873,0.075312935,0.083657858,,FALSE,181,185
424,3/24/2021,1268,1083,14561,22824,,1421.5,1006,1213.75,8160,1360,32204693.58,0.987874036,14384.43384,0.084379407,0.506276443,0.102396813,0.096215919,,FALSE,-133,-131
425,3/25/2021,1360,1491,14428,19370,,1494.666667,1004.666667,1249.666667,7650,1275,32180655.83,0.987136682,14242.40805,0.087742653,0.526455918,0.104588301,0.110548933,,FALSE,-235,-234
426,3/26/2021,1275,1509,14193,12814,,1502.5,1120.833333,1311.666667,7194,1199,32160036.17,0.986504177,14001.45378,0.093680748,0.562084489,0.088564785,0.094483196,,FALSE,-66,-58
427,3/27/2021,1199,1257,14127,14443,,1524,1156.833333,1340.416667,7812,1302,32145910.5,0.986070874,13930.22324,0.096223631,0.577341789,0.079776315,0.072768458,,FALSE,171,175
428,3/28/2021,1302,1127,14298,12934,,1551.833333,1088.166667,1320,5646,941,32130127.08,0.98558672,14091.91893,0.093670706,0.562024238,0.076724017,0.102252063,,FALSE,-160,-156
429,3/29/2021,941,1097,14138,27381,,1494.666667,1108.5,1301.583333,6798,1133,32115873.08,0.985149481,13928.04336,0.093450551,0.560703309,0.081199604,0.068043571,,FALSE,-21,-15
430,3/30/2021,1133,1148,14117,29412,,1512.5,1082.666667,1297.583333,8892,1482,32087190.5,0.984269647,13894.93461,0.09338535,0.560312101,0.075795141,0.051710703,,FALSE,403,412
431,3/31/2021,1482,1070,14520,27524,,1605.833333,1023.833333,1314.833333,7068,1178,32056480.92,0.983327635,14277.91727,0.092088594,0.552531567,0.094834711,0.115977961,,FALSE,-202,-199
432,4/1/2021,1178,1377,14318,26564,,1584.5,1108,1346.25,7764,1294,32027642.08,0.982443009,14066.619,0.095705301,0.574231804,0.10071239,0.092750384,,FALSE,-150,-148
433,4/2/2021,1294,1442,14168,22906,,1649.5,1181.333333,1415.416667,9828,1638,31999731.83,0.981586866,13907.12272,0.101776384,0.610658306,0.102272727,0.078345567,,FALSE,184,189
434,4/3/2021,1638,1449,14352,14748,,1690.666667,1254.5,1472.583333,8094,1349,31975410.42,0.98084081,14077.02731,0.10460897,0.627653822,0.088489409,0.109044036,,FALSE,73,79
435,4/4/2021,1349,1270,14425,9163,,1768.5,1284.166667,1526.333333,6420,1070,31959189.83,0.980343246,14141.45133,0.107933288,0.647599726,0.089705373,0.10932409,,FALSE,-228,-224
436,4/5/2021,1070,1294,14197,19511,,1893.5,1364.5,1629,7800,1300,31948500.5,0.980015353,13913.27796,0.117082402,0.70249441,0.099457632,0.083468338,,FALSE,-115,-112
437,4/6/2021,1300,1412,14082,21706,,2037.333333,1370.333333,1703.833333,6834,1139,31927360.5,0.979366887,13791.4445,0.123542776,0.741256654,0.085144156,0.096719216,,FALSE,-62,-60
438,4/7/2021,1139,1199,14020,18325,,2153.5,1476.666667,1815.083333,7710,1285,31903950.67,0.978648793,13720.65608,0.132288378,0.793730266,0.083808845,0.07382311,,FALSE,104,110
439,4/8/2021,1285,1175,14124,14811,,2290.333333,1612,1951.166667,11124,1854,31883810.58,0.978030999,13813.70984,0.141248563,0.847491379,0.088289436,0.048499009,,FALSE,600,607
440,4/9/2021,1854,1247,14724,14393,,2366.333333,1781,2073.666667,9060,1510,31867048.42,0.977516823,14392.9577,0.144075089,0.864450536,0.084759576,0.108326542,,FALSE,259,262
441,4/10/2021,1510,1248,14983,10071,,2493.166667,1852.333333,2172.75,10434,1739,31850581.75,0.97701171,14638.56645,0.148426419,0.890558515,0.081158646,0.066275112,,FALSE,517,523
442,4/11/2021,1739,1216,15500,10718,,2588.833333,1883.833333,2236.333333,7902,1317,31838338,0.976636135,15137.86009,0.14773114,0.886386842,0.067870968,0.095806452,,FALSE,254,265
443,4/12/2021,1317,1052,15754,13964,,2664,1916,2290,10602,1767,31825383.67,0.976238763,15379.66547,0.148897907,0.893387443,0.081883966,0.053637172,,FALSE,472,477
444,4/13/2021,1767,1290,16226,7700,,2785.166667,1880.833333,2333,11334,1889,31809129.67,0.975740174,15832.36006,0.147356426,0.884138558,0.091519783,0.084309133,,FALSE,399,404
445,4/14/2021,1889,1485,16625,7749,,2834.5,1971.5,2403,12888,2148,31799096.67,0.975432413,16216.56387,0.148181823,0.889090939,0.075729323,0.060390977,,FALSE,885,889
446,4/15/2021,2148,1259,17510,9171,,2898.833333,2080.166667,2489.5,15306,2551,31788944.67,0.975121002,17074.36875,0.14580334,0.874820043,0.087035979,0.064363221,,FALSE,1021,1027
447,4/16/2021,2551,1524,18531,3926,,2981.333333,2186.666667,2584,13986,2331,31777284.17,0.974763318,18063.33905,0.143052178,0.858313071,0.098861367,0.111326966,,FALSE,488,499
448,4/17/2021,2331,1832,19019,1113,,3097.666667,2244.833333,2671.25,13170,2195,31770774.17,0.974563625,18535.22558,0.14411748,0.864704879,0.075030233,0.082601609,,FALSE,760,768
449,4/18/2021,2195,1427,19779,3766,,3163,2317.5,2740.25,12468,2078,31766989.92,0.974447543,19273.59796,0.14217636,0.853058159,0.07088326,0.077304212,,FALSE,666,676
450,4/19/2021,2078,1402,20445,8493,,3296.666667,2293.833333,2795.25,14046,2341,31760483.67,0.974247965,19918.49965,0.140334365,0.84200619,0.077867449,0.065492786,,FALSE,739,749
